Proposal,Visit,Visit type,BAG,Institute,Anonymous,Session date,Directory,Error,Type,Advisory,Instrument,EPU Session,EPU session date,Supervisor size (GB),Grid_type,I0 set,I0 min int,I0 max int,Grids,Atlas,Setup time (hrs),Total squares,Targeted squares,Collected squares,Average Foils per Square,Movie_dir,Movie_format,Movie_ext,Total_movies,superres bin,Size (TB),Tilt,Collection time (hrs),Rate (mic/hr),Total_EPU_mics,Rate (um^2/hr),Total area (um^2),Mag (X),apix (A/px),Hole (um),Space (um),Hole_measured (um),Space_measured (um),Beam (um),Shots per hole,ShotID,Stage wait (s),AFIS/Accurate,AFIS wait (s),AFIS radius (um),Exposure time (s),Dose rate (e/A2/s),Dose,Total dose (e/A2),Fractions,Fraction dose (e/A2),Defocus max (um),Defocus min (um),Processed,Relion,Jobs,Processed size (TB),Report path,Session report,epuVersion
bi23047,bi23047-106,bi,anonymous,anonymous,20,2023-09-19,/Volumes/T7/eBIC_backup/dls_backup_visit/m07/data/2023/bi23047-106,None,SPA,0,Krios4,Supervisor_20230919_140141_84_bi23047-106_grid1,2023-09-19 14:03:40,,HoleyCarbon,false,427,722,4,Sample2,1.7,272,3,3,124,/Volumes/T7/eBIC_backup/dls_backup_visit/m07/data/2023/bi23047-106/raw,Tiff Lzw Non-Gain normalized,.jpg,7791,2,,0.0,3.1,856,2597,52,158,165000,0.508,1.2,1.3,1.4,1.4,0.5,7,,5,AFIS,0.5,12.0,0.75,66.651,calibrated,50.0,50,1.0,-2.5,-0.5,Y,/Volumes/T7/eBIC_backup/dls_backup_visit/m07/data/2023/bi23047-106/processed/raw/fab68314-22ee-4b99-aee4-18c2e0179d72/relion,2,,processing/EMinsight/report/Supervisor_20230919_140141_84_bi23047-106_grid1,Supervisor_20230919_140141_84_bi23047-106_grid1_session.pdf,3.0.0-873.0
