Proposal,Visit,Visit type,BAG,Institute,Anonymous,Grid_type,I0 set,I0 min int,I0 max int,Hole (um),Space (um),Hole_measured (um),Space_measured (um),Instrument,Session date,Directory,Error,Type,Advisory,EPU Session,EPU session date,Tilt,Defocus max (um),Defocus min (um),Spot,C2,Beam_um,Mag_X,apix (A/px),Slit,Slit width,Atlas_mag,Atlas_apix,Atlas_probe,Atlas_spot,Atlas_C2,Atlas_beam,Atlas_DF,Sq_mag,Sq_apix,Sq_probe,Sq_spot,Sq_C2,Sq_beam,Sq_DF,Hole_mag,Hole_apix,Hole_probe,Hole_spot,Hole_C2,Hole_beam,Hole_DF,Data_mag,Data_apix,Data_probe,Data_spot,Data_C2,Data_beam,Data_DF,epuVersion
bi23047,bi23047-106,bi,anonymous,anonymous,20,HoleyCarbon,false,427,722,1.2,1.3,1.4,1.4,Krios4,2023-09-19,/Volumes/T7/eBIC_backup/dls_backup_visit/m07/data/2023/bi23047-106,None,SPA,0,Supervisor_20230919_140141_84_bi23047-106_grid1,2023-09-19 14:03:40,0.0,-2.5,-0.5,5,50,0.5,165000,0.508,true,10,135,4824.7,MicroProbe,8,50,900.0,-1000.0,580,337.4,MicroProbe,6,50,300.0,-250.0,15000,12.6,NanoProbe,8,50,11.0,-75.0,165000,1.1,NanoProbe,5,50,0.5,-2.0,3.0.0-873.0
