Proposal,Visit,BAG,Institute,Anonymous,Session_date,Directory,Error,Advisory,EPU session,EPU session date,Atlas,Instrument,AFIS/Accurate,Grid_type,I0 set,I0 min int,I0 max int,Hole (um),Space (um),Beam (um),Shots per hole,ShotID,Movie_dir,Movie_format,Movie_ext,Relion,Jobs,Processed,apix,Targeted_squares,Collected_squares,Average Foils per Square,Tilt,Total_EPU_mics,Total_movies,MotionCorr,Early_motion_mean,Early_motion_min,Early_motion_max,Late_motion_mean,Late_motion_min,Late_motion_max,Total_motion_mean,Total_motion_min,Total_motion_max,First_mic,First_cor,Last_mic,Last_cor,CtfFind,Ctf_min_A,Ctf_max_A,Picking,Pick_min,Pick_max,Ptcl_d_A,Particles,Extracted_mics,Box_px,Box_ang,Av_ptcls_per_mic,Std_ptcls_per_mic,Norm_av_ptcls_per_mic,Norm_std_ptcls_per_mic,DBSCAN_eps:,Mean_ptcls_pct_clustered,Std_ptcls_pct_clustered,Class2D_requested,Class2D_results,Mask_ang,Class2D_prob_max,Class2D_prob_min,Class2D_res_max,Class2D_res_min,Class2D_res_mean,Class2D_res_mode,Class3D_requested,Class3D_results,Report path,Session report,Processed report,epuVersion
bi23047,bi23047-106,Training,eBIC,20,2023-09-21,/dls/m07/data/2023/bi23047-106,None,0,Supervisor_20230919_140141_84_bi23047-106_grid1,2023-09-19 14:03:40,Sample2,Krios4,AFIS,HoleyCarbon,false,427,722,1.2,1.3,0.5,7,"['19508519', '19508553', '19508558', '19508496', '19508540', '19508576', '19508547', 'autofocus']",/dls/m07/data/2023/bi23047-106/raw,Tiff Lzw Non-Gain normalized,.xml,/dls/m07/data/2023/bi23047-106/processed/raw/fab68314-22ee-4b99-aee4-18c2e0179d72/relion,2,Y,0.508,3,3,124,0.0,2597,10396,2605,5.84,0.0,274.49,20.28,0.0,239.71,26.12,0.0,514.19,ND,ND,ND,ND,2605,2.66,25.0,cryolo,150,170,135.762,625386,2603,512,260.096,241.0,87.0,0.73,0.27,,0.47,0.14,N,Y,135.762,1.0,0.01,52.02,4.73,10,10,N,Y,processing/EMinsight/report/Supervisor_20230919_140141_84_bi23047-106_grid1,Supervisor_20230919_140141_84_bi23047-106_grid1_session.pdf,Supervisor_20230919_140141_84_bi23047-106_grid1_processed.pdf,3.0.0-873.0
