Session_date,Directory,Error,Advisory,EPU session,EPU session date,Atlas,Instrument,AFIS/Accurate,Grid_type,I0 set,I0 min int,I0 max int,Hole (um),Space (um),Beam (um),Shots per hole,ShotID,Movie_dir,Movie_format,Movie_ext,Relion,Jobs,Processed,apix,Targeted_squares,Collected_squares,Average Foils per Square,Tilt,Total_EPU_mics,Total_movies,MotionCorr,Early_motion_mean,Early_motion_min,Early_motion_max,Late_motion_mean,Late_motion_min,Late_motion_max,Total_motion_mean,Total_motion_min,Total_motion_max,First_mic,First_cor,Last_mic,Last_cor,CtfFind,Ctf_min_A,Ctf_max_A,Picking,Pick_min,Pick_max,Ptcl_d_A,Particles,Extracted_mics,Box_px,Box_ang,Av_ptcls_per_mic,Std_ptcls_per_mic,Norm_av_ptcls_per_mic,Norm_std_ptcls_per_mic,DBSCAN_eps:,Mean_ptcls_pct_clustered,Std_ptcls_pct_clustered,Class2D_requested,Class2D_results,Mask_ang,Class2D_prob_max,Class2D_prob_min,Class2D_res_max,Class2D_res_min,Class2D_res_mean,Class2D_res_mode,Class3D_requested,Class3D_results,Report path,Session report,Processed report,epuVersion
27/02/2023,anonymised,None,0,anonymised,27/02/2023 13:35,Sample8,Krios4,AFIS,HoleyCarbon,TRUE,1,2,1.2,1.3,0.9,3,"['27187254', '27187205', '27187174', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,4,Y,0.829,72,72,198,0,26490,26495,26495,1.74,0,20.05,9.74,0,87.79,11.48,0,94.52,ND,ND,ND,ND,26495,2.43,25,cryolo,300,380,335.511,328013,26445,552,457.608,13,14,0.09,0.1,,0.18,0.25,Y,Y,335.511,1,0.01,457.61,9.53,24,21,N,N,anonymised,anonymised,anonymised,3.0.0-1342.0
01/03/2023,anonymised,None,0,anonymised,01/03/2023 12:12,Sample5,Krios3,AFIS,HoleyCarbon,FALSE,330,908,0.6,1,1,1,"['321499', 'autofocus']",anonymised,Gain normalized,.eer,anonymised,8,Y,1.171,70,70,395,0,11327,11334,200,0.82,0.21,2.99,4.54,2.54,9.03,5.35,2.86,10.31,ND,ND,ND,ND,200,2.69,25,cryolo,300,320,239.06,4344,196,328,384.088,23,35,0.06,0.09,,0.19,0.22,Y,Y,239.06,1,0.01,192.04,12,78,128,Y,N,anonymised,anonymised,anonymised,3.0.0-1111.0
08/03/2023,anonymised,None,1,anonymised,08/03/2023 14:08,Sample6,GlcsII,AFIS,HoleyCarbon,TRUE,0,1,1.2,1.3,0,1,"['7589423', 'autofocus']",anonymised,Gain normalized,.xml,anonymised,2,Y,0.93,18,18,471,0.1,5614,11236,3700,4.32,0.18,218.75,23.47,5.2,233.91,27.79,5.91,270.67,ND,ND,ND,ND,3700,3.28,25,cryolo,100,200,155.357,991393,3670,256,238.08,271,107,0.45,0.18,,0.42,0.16,Y,Y,155.357,1,0.01,119.04,13.23,23,26,Y,Y,anonymised,anonymised,anonymised,3.0.0-597.0
13/03/2023,anonymised,None,0,anonymised,13/03/2023 17:19,Sample3,Krios4,AFIS,HoleyCarbon,TRUE,0,2,2,1,0.9,7,"['12895168', '12895137', '12895116', '12895058', '12895183', '12895157', '12895126', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,0.829,76,76,125,0,40424,40434,40434,2.43,0,458.7,6.77,0,702.76,9.19,0,1161.46,ND,ND,ND,ND,40434,2.18,25,cryolo,200,340,234.244,1101156,39732,494,409.526,28,25,0.1,0.09,,0.12,0.14,Y,Y,234.244,1,0.01,409.53,11.38,27,29,Y,Y,anonymised,anonymised,anonymised,3.0.0-1087.0
23/04/2023,anonymised,None,0,anonymised,23/04/2023 12:54,Sample8,Krios2,AFIS,HoleyCarbon,TRUE,1,1,1.2,1.3,0.7,3,"['23125019', '23125124', '23125100', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,0.831,16,16,196,0,5774,5779,5779,13.12,0,79.61,175.13,0,343.67,188.25,0,373.25,ND,ND,ND,ND,5779,2.44,25,cryolo,90,160,83.729,546308,5693,256,212.736,96,57,0.05,0.03,,0.19,0.12,Y,Y,83.729,1,0.01,212.74,12.51,21,21,Y,Y,anonymised,anonymised,anonymised,3.0.0-1062.0
05/05/2023,anonymised,None,0,anonymised,05/05/2023 15:27,Sample3,Krios4,AFIS,HoleyCarbon,TRUE,1,1,1.2,1.3,0.9,3,"['4613548', '4613526', '4613537', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,0.829,22,22,342,0,18271,18275,1400,2.35,0,86.8,12.7,0,92.1,15.04,0,133.85,ND,ND,ND,ND,1400,2.81,25,cryolo,100,400,148.99,263117,1199,580,480.82,220,78,0.31,0.11,,0.36,0.12,N,Y,148.99,1,0.01,120.2,10.23,21,18,N,Y,anonymised,anonymised,anonymised,3.0.0-800.0
05/05/2023,anonymised,None,0,anonymised,07/05/2023 19:26,Sample4,Krios4,AFIS,HoleyCarbon,TRUE,1,1,1.2,1.3,0.9,3,"['6781130', '6781133', '6781136', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,0.829,18,18,281,0,12607,12609,12609,2.4,0,78.83,13.96,0,108.2,16.36,0,185.09,ND,ND,ND,ND,12609,2.72,25,cryolo,80,320,168.934,1211073,12603,464,384.656,97,46,0.17,0.08,,0.29,0.14,N,Y,168.934,1,0.01,384.66,8.55,26,21,N,Y,anonymised,anonymised,anonymised,3.0.0-778.0
09/05/2023,anonymised,None,0,anonymised,10/05/2023 13:45,Sample12,GlcsII,Accrt,HoleyGold,TRUE,0,22,1.2,1.3,0,1,"['9730151', 'autofocus']",anonymised,Gain normalized,.xml,anonymised,3,Y,1.192,44,44,159,0,4183,8370,3200,2.51,0.08,16.65,17.98,3.84,169.45,20.49,4.74,173.46,ND,ND,ND,ND,3200,2.54,25,cryolo,100,200,155.852,870538,2629,256,305.152,332,390,0.34,0.4,,0.34,0.33,N,Y,155.852,1,0.03,305.15,15.26,26,28,N,N,anonymised,anonymised,anonymised,3.0.0-930.0
16/05/2023,anonymised,None,0,anonymised,16/05/2023 14:22,Sample4,Krios2,AFIS,HoleyCarbon,FALSE,630,869,1.2,1.3,1.1,2,"['15956169', '15956156', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,1.072,3,3,140,0.1,254,1017,255,3.16,0,8.6,24,0,41.71,27.16,0,48.45,ND,ND,ND,ND,255,3.41,25,cryolo,120,180,118.523,130175,255,202,216.544,511,103,0.27,0.06,,0.04,0.03,Y,Y,118.523,1,0.04,72.18,6.77,20,20,Y,Y,anonymised,anonymised,anonymised,3.0.0-446.0
26/05/2023,anonymised,None,0,anonymised,26/05/2023 14:06,Sample5,Krios4,AFIS,HoleyCarbon,TRUE,1,1,1.2,1.3,0.8,4,"['26314184', '26314187', '26314190', '26314193', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,2,Y,0.829,8,8,223,0,7136,28545,7137,4.39,0,45.55,27.82,0,137.5,32.21,0,150.63,ND,ND,ND,ND,7137,3.14,25,cryolo,90,130,104.875,862070,7134,256,212.224,121,66,0.09,0.05,,0.36,0.15,N,Y,104.875,1,0.01,212.22,8.84,12,11,N,Y,anonymised,anonymised,anonymised,3.0.0-1296.0
30/05/2023,anonymised,None,0,anonymised,30/05/2023 14:29,Sample3,Krios3,AFIS,HoleyCarbon,FALSE,699,1925,2,1,1.1,3,"['30464417', '30464425', '30464433', 'autofocus']",anonymised,Gain normalized,.xml,anonymised,4,Y,1.501,2,2,86,0,341,1365,342,3.97,1.07,23.09,23.14,9.72,166.38,27.1,10.79,189.46,ND,ND,ND,ND,342,2.89,25,cryolo,135,140,157.592,473490,336,300,450.3,1410,356,0.93,0.24,,0.74,0.15,N,Y,157.592,1,0.15,56.25,18,27,18,N,Y,anonymised,anonymised,anonymised,3.0.0-1263.0
30/05/2023,anonymised,None,0,anonymised,30/05/2023 16:08,Sample3,Krios3,AFIS,HoleyCarbon,FALSE,699,1925,2,1,0.9,4,"['30471513', '30471516', '30473301', '30471510', 'autofocus']",anonymised,Gain normalized,.jpg,anonymised,4,Y,1.171,2,2,82,0,660,2640,660,3.78,0.99,165.27,18.86,7.27,67.47,22.63,9.59,182,ND,ND,ND,ND,660,2.57,25,cryolo,135,140,133.62,446808,625,300,351.3,715,355,0.56,0.28,,0.13,0.08,N,Y,133.62,1,0.13,117.1,14.05,29,29,N,Y,anonymised,anonymised,anonymised,3.0.0-1265.0
30/05/2023,anonymised,None,0,anonymised,31/05/2023 09:14,Sample3,Krios3,AFIS,HoleyCarbon,FALSE,699,1925,2,1,0.7,7,"['31487823', '31486585', '31486588', '31486591', '31487833', '31486594', '31487846', 'autofocus']",anonymised,Gain normalized,.jpg,anonymised,3,Y,0.921,2,2,107,0,882,3528,882,2.55,0.61,12.36,15.6,5.66,106.94,18.14,6.56,113.45,ND,ND,ND,ND,882,2.61,25,cryolo,216,224,135.799,262685,860,292,268.932,306,215,0.4,0.28,,0.07,0.06,N,Y,135.799,1,0.01,89.64,8.4,25,27,N,Y,anonymised,anonymised,anonymised,3.0.0-1271.0
30/05/2023,anonymised,None,0,anonymised,31/05/2023 11:22,Sample3,Krios3,AFIS,HoleyCarbon,FALSE,699,1925,2,1,0.5,11,"['31498778', '31498846', '31498781', '31498784', '31498854', '31498787', '31498790', '31498862', '31498837', '31498772', '31498775', 'autofocus']",anonymised,Gain normalized,.mrc,anonymised,3,Y,0.723,2,2,96,0,880,3520,880,1.75,0.28,7.27,8.15,3.7,42.31,9.89,4.01,46.61,ND,ND,ND,ND,880,2.73,25,cryolo,280,288,142.507,217784,878,480,347.04,249,121,0.58,0.28,,0.16,0.07,N,Y,142.507,1,0.01,69.41,8.07,17,18,N,Y,anonymised,anonymised,anonymised,3.0.0-1279.0
30/05/2023,anonymised,None,0,anonymised,31/05/2023 13:06,Sample3,Krios3,AFIS,HoleyCarbon,FALSE,699,1925,2,1,0.4,17,"['31507956', '31506751', '31506754', '31506757', '31507964', '31506760', '31506763', '31506766', '31507973', '31506769', '31506772', '31506775', '31507982', '31506778', '31507926', '31507949', '31506748', 'autofocus']",anonymised,Gain normalized,.xml,anonymised,3,Y,0.576,3,3,105,0,1738,6953,1739,8.38,0.15,10659.28,9.97,1.8,2273.89,18.34,2.47,12933.16,ND,ND,ND,ND,1739,2.62,25,cryolo,336,360,144.151,375320,1735,750,432,217,75,0.81,0.28,,0.29,0.11,N,Y,144.151,1,0.01,216,8.31,24,17,N,Y,anonymised,anonymised,anonymised,3.0.0-1314.0
13/06/2023,anonymised,None,1,anonymised,13/06/2023 19:14,Sample9,Talos,Accrt,HoleyCarbon,TRUE,1,1,1.2,1.3,0,1,"['12949415', 'autofocus']",anonymised,Mrc Non-Gain normalized,.mrc,anonymised,5,Y,1.315,32,32,145,-0.1,614,616,616,2.46,0.45,7.5,8.37,4.94,23.79,10.83,6.34,26.37,ND,ND,ND,ND,616,3.13,25,cryolo,50,110,199.745,59776,579,102,134.13,104,132,0.11,0.13,,0.21,0.21,N,Y,199.745,1,0.01,19.16,5.59,13,13,N,N,anonymised,anonymised,anonymised,3.0.0-1163.0
19/06/2023,anonymised,None,0,anonymised,19/06/2023 12:46,Sample4,Krios1,AFIS,HoleyCarbon,FALSE,351,648,2,2,0.7,9,"['19215598', '19215543', '19215576', '19215552', '19215521', '19215646', '19215589', '19215562', '19215531', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,3,Y,0.831,59,59,49,0,20726,82920,20742,1.55,0,326.55,12.83,0,764.8,14.38,0,827.82,ND,ND,ND,ND,20742,2.41,25,cryolo,350,450,276.174,348068,20421,656,545.136,18,16,0.08,0.08,,0.14,0.23,N,Y,276.174,1,0.01,270.6,8.46,21,13,N,N,anonymised,anonymised,anonymised,3.0.0-1286.0
21/06/2023,anonymised,None,0,anonymised,21/06/2023 20:07,Sample2,Krios2,AFIS,HoleyCarbon,FALSE,158,1351,2,1,0.7,5,"['21245633', '21245648', '21245556', '21245622', '21245657', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,0.831,4,4,517,0.1,8430,33724,8434,8.71,0,366.92,39.36,0,859.65,48.07,0,1226.57,ND,ND,ND,ND,8434,2.65,25,cryolo,90,140,78.975,613802,8420,256,212.736,73,48,0.03,0.02,,0.21,0.13,N,Y,78.975,1,0.01,53.18,11.2,17,19,N,Y,anonymised,anonymised,anonymised,3.0.0-1279.0
28/06/2023,anonymised,None,0,anonymised,28/06/2023 16:14,Sample3,Krios2,AFIS,HoleyCarbon,FALSE,818,1558,1.2,1.3,0.8,3,"['28661236', '28661243', '28661229', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,3,Y,0.831,40,40,219,0.1,25215,100872,25227,5.09,0,50.04,12.76,0,121.4,17.84,0,147.62,ND,ND,ND,ND,25227,2.26,25,cryolo,300,420,296.462,1009610,25207,608,505.248,41,14,0.22,0.08,,0.12,0.2,N,Y,296.462,1,0.01,505.25,7.89,24,19,N,N,anonymised,anonymised,anonymised,3.0.0-1296.0
07/07/2023,anonymised,None,0,anonymised,09/07/2023 14:18,Sample7,Krios2,AFIS,HoleyCarbon,FALSE,241,679,1.2,1.3,0.9,3,"['8998096', '8998099', '8998102', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,1.072,12,12,20,0.1,700,2805,705,1.59,0,73.94,8.96,0,45.71,10.55,0,119.65,ND,ND,ND,ND,705,2.73,25,cryolo,150,180,194.454,38571,624,214,229.408,62,79,0.09,0.11,,0.15,0.17,N,Y,194.454,1,0.01,32.77,11.47,20,25,N,N,anonymised,anonymised,anonymised,3.0.0-2057.0
17/07/2023,anonymised,None,0,anonymised,17/07/2023 12:57,Sample4,Krios2,AFIS,HoleyCarbon,FALSE,237,570,2,1,0.6,12,"['17291800', '17291803', '17291806', '17291809', '17291812', '17291815', '17291909', '17291818', '17291788', '17291791', '17291794', '17291797', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,0.653,76,76,49,0.1,32822,131302,7400,3.31,0,311.07,17.77,0,284.9,21.07,0,595.96,ND,ND,ND,ND,7200,2.53,25,cryolo,110,160,130.934,1372231,7174,296,193.288,192,98,0.33,0.17,,0.35,0.15,N,Y,130.934,1,0.01,38.66,9.2,18,21,N,N,anonymised,anonymised,anonymised,3.0.0-1320.0
17/07/2023,anonymised,None,0,anonymised,17/07/2023 13:09,Sample3,Krios4,AFIS,HoleyCarbon,FALSE,151,382,2,2,1.2,5,"['17202655', '17202660', '17202665', '17202639', '17202671', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,1.06,102,102,52,0,22288,89162,8773,2.09,0,74.72,9.91,0,110.36,11.99,0,112.29,ND,ND,ND,ND,8573,2.58,25,cryolo,250,320,212.736,796561,8559,512,542.72,94,36,0.16,0.07,,0.13,0.08,N,Y,212.736,1,0.01,542.72,14.67,28,16,N,Y,anonymised,anonymised,anonymised,3.0.0-1566.0
19/07/2023,anonymised,None,0,anonymised,20/07/2023 14:30,Sample7,Krios1,AFIS,HoleyCarbon,FALSE,584,1326,2,1,1,4,"['20412646', '20412649', '20412652', '20412655', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,1.072,8,8,508,0,11460,45848,11468,2.24,0,15.63,9.42,0,124.01,11.66,0,128.77,ND,ND,ND,ND,11468,2.79,25,cryolo,120,150,223.889,230513,9804,172,184.384,24,36,0.05,0.07,,0.17,0.22,N,Y,223.889,1,0.01,36.4,7.58,18,20,N,Y,anonymised,anonymised,anonymised,3.0.0-1311.0
21/07/2023,anonymised,None,0,anonymised,21/07/2023 13:24,Sample2,Krios2,AFIS,HoleyCarbon,FALSE,567,766,3,2,0.6,16,"['21591689', '21591762', '21591700', '21589296', '21589299', '21591779', '21591712', '21589302', '21589305', '21589308', '21589311', '21591590', '21591659', '21591597', '21591603', '21591674', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,2,Y,0.653,47,47,63,0.1,47438,189774,46714,3.4,0,283.71,12.57,0,548.63,15.96,0,761.29,ND,ND,ND,ND,46514,2.82,25,cryolo,100,140,160.444,1353612,45806,258,168.474,30,37,0.08,0.1,,0.17,0.18,N,Y,160.444,1,0.01,168.47,7.02,18,24,N,Y,anonymised,anonymised,anonymised,3.0.0-1963.0
21/07/2023,anonymised,None,1,anonymised,21/07/2023 14:34,Sample10,Krios1,AFIS,HoleyCarbon,FALSE,670,1129,1.2,1.3,1,3,"['21312889', '21312397', '21312713', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,2,Y,1.072,19,19,76,0,3749,15003,3756,3.44,0,185.36,19.68,0,417.59,23.12,0,602.94,ND,ND,ND,ND,3756,2.5,25,cryolo,60,80,160.386,321585,3624,192,205.824,89,117,0.09,0.12,,0.19,0.18,N,Y,160.386,1,0.01,16.93,7.25,10,9,N,Y,anonymised,anonymised,anonymised,3.0.0-1892.0
21/07/2023,anonymised,None,1,anonymised,22/07/2023 10:17,Sample5,Krios1,AFIS,HoleyCarbon,FALSE,627,1233,3.5,3,1,10,"['22363662', '22363731', '22363684', '22363561', '22363628', '22363695', '22363706', '22363646', '22363719', '22363460', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,1.072,28,28,53,0,14740,58971,14751,1.49,0,84.36,9,0,161.89,10.49,0,193.53,ND,ND,ND,ND,14751,2.83,25,cryolo,550,650,425.717,395169,14700,768,823.296,27,31,0.18,0.21,,0.25,0.29,N,Y,425.717,1,0.01,203.14,10.03,22,54,N,Y,anonymised,anonymised,anonymised,3.0.0-1112.0
21/07/2023,anonymised,None,0,anonymised,22/07/2023 11:00,Sample2,Krios1,AFIS,HoleyCarbon,FALSE,627,1233,3.5,3,1,10,"['22366009', '22365982', '22365985', '22365988', '22365991', '22365994', '22365997', '22366000', '22366003', '22366006', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,2,Y,1.072,3,3,62,0,1000,4001,1001,1.54,0,22.16,9.9,0,104.67,11.43,0,111.53,ND,ND,ND,ND,1001,3.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,0,0,0,0,0,0,0,N,N,anonymised,anonymised,anonymised,3.0.0-1118.0
26/07/2023,anonymised,None,0,anonymised,26/07/2023 11:47,Sample5,Krios4,Accrt,HoleyCarbon,FALSE,199,485,2,2,0.6,10,"['26485348', '26485384', '26485417', '26482666', '26485366', '26482669', '26482672', '26485402', '26482675', '26482678', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,2,Y,0.651,24,24,72,-29.9,429,14679,13393,5.14,0,186.29,13.74,0,194.17,18.87,0,350.57,ND,ND,ND,ND,13393,2.27,25,cryolo,150,180,125.501,1073474,13289,228,148.428,81,68,0.13,0.11,,0.22,0.16,N,Y,125.501,1,0.01,148.43,6.18,14,15,N,Y,anonymised,anonymised,anonymised,3.0.0-1221.0
26/07/2023,anonymised,None,0,anonymised,26/07/2023 12:15,Sample5,Krios2,AFIS,HoleyCarbon,FALSE,785,1022,2,2,1,5,"['26979211', '26979219', '26979188', '26979201', '26979172', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.jpg,anonymised,4,Y,1.072,108,108,56,0,21226,85062,12600,3.11,0,367.01,13.23,0,170.72,16.34,0,537.72,ND,ND,ND,ND,12600,2.73,25,cryolo,150,180,210.586,1115363,12340,216,231.552,91,118,0.15,0.2,,0.26,0.28,N,Y,210.586,1,0.01,57.89,7.24,19,18,N,Y,anonymised,anonymised,anonymised,3.0.0-1305.0
26/07/2023,anonymised,None,0,anonymised,26/07/2023 12:59,Sample5,Krios1,AFIS,HoleyCarbon,FALSE,679,1128,1.2,1.3,0.8,3,"['26485977', '26485922', '26485989', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,3,Y,0.831,31,31,151,0,13998,56002,14008,2.57,0,114.59,10.76,0,232.47,13.33,0,324.84,ND,ND,ND,ND,14008,2.44,25,cryolo,100,259,154.953,1384434,14004,378,314.118,99,52,0.15,0.08,,0.19,0.09,N,Y,154.953,1,0.01,155.92,6.5,20,22,N,Y,anonymised,anonymised,anonymised,3.0.0-865.0
28/07/2023,anonymised,None,0,anonymised,28/07/2023 11:55,Sample5,Krios1,AFIS,HoleyCarbon,FALSE,316,652,1.2,1.3,0.9,3,"['28557768', '28557776', '28557787', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.xml,anonymised,5,Y,1.072,47,47,137,0,19000,76009,11600,1.17,0.03,17.98,8.25,4.69,89.76,9.41,4.99,97.41,ND,ND,ND,ND,11400,2.76,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,0,0,0,0,0,0,0,N,N,anonymised,anonymised,anonymised,3.0.0-1276.0
28/07/2023,anonymised,None,0,anonymised,28/07/2023 12:16,Sample2,Krios1,AFIS,HoleyCarbon,FALSE,316,652,1.2,1.3,0.9,3,"['28558335', '28558338', '28558341', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.tiff,anonymised,4,Y,1.072,42,42,203,0,24960,99846,14200,2.09,0,32.42,9.8,0,111.88,11.89,0,116.04,ND,ND,ND,ND,14000,2.65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,0,0,0,0,0,0,0,N,N,anonymised,anonymised,anonymised,3.0.0-1269.0
28/07/2023,anonymised,None,0,anonymised,28/07/2023 14:28,Sample7,Krios4,AFIS,HoleyCarbon,FALSE,0,65535,1.2,1.3,0.9,3,"['28634577', '28634588', '28634620', 'autofocus']",anonymised,Tiff Lzw Non-Gain normalized,.mrc,anonymised,2,Y,0.829,4,4,608,0,3500,14019,3519,2.36,0,123.42,9.77,0,298.99,12.12,0,408.92,ND,ND,ND,ND,3519,2.31,25,cryolo,150,180,156.633,1093816,3506,258,213.882,312,120,0.48,0.19,,0.52,0.2,N,Y,156.633,1,0.01,213.88,6.9,18,19,N,Y,anonymised,anonymised,anonymised,3.0.0-664.0
